DATE,TIME,TYPE,REF #,DESCRIPTION,Misc Fees,Commissions & Fees,AMOUNT,BALANCE
10/1/25,14:33:27,TRD,1004267945319,BOT +1 PLTR 100 (Weeklys) 3 OCT 25 160 PUT @.09,-0.01,-0.65,-9.00,"56,200.20"
10/2/25,00:00:00,BAL,,Cash balance at the start of business day 02.10 CST,,,,"56,200.20"
10/2/25,13:53:36,TRD,1004304360341,SOLD -1 PLTR 100 (Weeklys) 10 OCT 25 170 PUT @.93 CBOE,-0.01,-0.65,93.00,"56,292.54"
10/3/25,00:00:00,BAL,,Cash balance at the start of business day 03.10 CST,,,,"56,292.54"
10/3/25,09:34:47,TRD,1004309593352,SOLD -1 GOOGL 100 (Weeklys) 10 OCT 25 227.5 PUT @.68 CBOE,-0.01,-0.65,68.00,"56,359.88"
10/3/25,10:46:38,TRD,1004312148768,SOLD -2 HIMS 100 (Weeklys) 10 OCT 25 49 PUT @.46 CBOE,-0.03,-1.30,92.00,"56,450.55"
10/3/25,10:55:08,TRD,1004312149392,SOLD -1 HIMS 100 (Weeklys) 10 OCT 25 49.5 PUT @.51 CBOE,-0.01,-0.65,51.00,"56,500.89"
10/4/25,00:00:00,BAL,,Cash balance at the start of business day 04.10 CST,,,,"56,500.89"
10/5/25,00:00:00,BAL,,Cash balance at the start of business day 05.10 CST,,,,"56,500.89"
10/6/25,00:00:00,BAL,,Cash balance at the start of business day 06.10 CST,,,,"56,500.89"
10/7/25,00:00:00,BAL,,Cash balance at the start of business day 07.10 CST,,,,"56,500.89"
10/8/25,00:00:00,BAL,,Cash balance at the start of business day 08.10 CST,,,,"56,500.89"
10/9/25,00:00:00,BAL,,Cash balance at the start of business day 09.10 CST,,,,"56,500.89"
10/9/25,08:30:04,TRD,1004357001350,BOT +1 GOOGL 100 (Weeklys) 10 OCT 25 227.5 PUT @.07 CBOE,-0.01,-0.65,-7.00,"56,493.23"
10/9/25,13:34:17,TRD,1004357001356,BOT +1 HIMS 100 (Weeklys) 10 OCT 25 49.5 PUT @.05 CBOE,-0.01,,-5.00,"56,488.22"
10/9/25,13:34:38,TRD,1004357001353,BOT +2 HIMS 100 (Weeklys) 10 OCT 25 49 PUT @.05,-0.02,,-10.00,"56,478.20"
10/9/25,14:46:17,TRD,1004368315872,BOT +1 PLTR 100 (Weeklys) 10 OCT 25 170 PUT @.11,-0.01,-0.65,-11.00,"56,466.54"
10/10/25,00:00:00,BAL,,Cash balance at the start of business day 10.10 CST,,,,"56,466.54"
10/10/25,09:05:59,TRD,1004371875735,SOLD -1 MSTR 100 17 OCT 25 290 PUT @2.72 MIAX,-0.01,-0.65,272.00,"56,737.88"
10/10/25,09:11:57,TRD,1004372774346,SOLD -4 HIMS 100 17 OCT 25 49 PUT @.56 CBOE,-0.05,-2.60,224.00,"56,959.23"
10/11/25,00:00:00,BAL,,Cash balance at the start of business day 11.10 CST,,,,"56,959.23"
10/12/25,00:00:00,BAL,,Cash balance at the start of business day 12.10 CST,,,,"56,959.23"
10/13/25,00:00:00,BAL,,Cash balance at the start of business day 13.10 CST,,,,"56,959.23"
10/14/25,00:00:00,BAL,,Cash balance at the start of business day 14.10 CST,,,,"56,959.23"
10/15/25,00:00:00,BAL,,Cash balance at the start of business day 15.10 CST,,,,"56,959.23"
10/16/25,00:00:00,BAL,,Cash balance at the start of business day 16.10 CST,,,,"56,959.23"
10/17/25,00:00:00,BAL,,Cash balance at the start of business day 17.10 CST,,,,"56,959.23"
10/17/25,09:43:38,TRD,1004421467744,BOT +4 HIMS 100 17 OCT 25 49 PUT @.06,-0.04,-2.60,-24.00,"56,932.59"
10/17/25,13:00:05,TRD,1004444989478,BOT +1 MSTR 100 17 OCT 25 290 PUT @1.36 CBOE,-0.01,-0.65,-136.00,"56,795.93"
10/18/25,00:00:00,BAL,,Cash balance at the start of business day 18.10 CST,,,,"56,795.93"
10/19/25,00:00:00,BAL,,Cash balance at the start of business day 19.10 CST,,,,"56,795.93"
10/20/25,00:00:00,BAL,,Cash balance at the start of business day 20.10 CST,,,,"56,795.93"
10/20/25,10:02:26,TRD,1004454077942,SOLD -1 MSTR 100 (Weeklys) 24 OCT 25 270 PUT @1.48 MIAX,-0.01,-0.65,148.00,"56,943.27"
10/20/25,10:08:30,TRD,1004455034374,SOLD -1 ORCL 100 (Weeklys) 24 OCT 25 265 PUT @1.42 PHLX,-0.01,-0.65,142.00,"57,084.61"
10/21/25,00:00:00,BAL,,Cash balance at the start of business day 21.10 CST,,,,"57,084.61"
10/22/25,00:00:00,BAL,,Cash balance at the start of business day 22.10 CST,,,,"57,084.61"
10/23/25,00:00:00,BAL,,Cash balance at the start of business day 23.10 CST,,,,"57,084.61"
10/23/25,13:55:57,TRD,1004455034375,BOT +1 ORCL 100 (Weeklys) 24 OCT 25 265 PUT @.14 CBOE,-0.01,-0.65,-14.00,"57,069.95"
10/24/25,00:00:00,BAL,,Cash balance at the start of business day 24.10 CST,,,,"57,069.95"
10/24/25,08:30:02,TRD,1004454077943,BOT +1 MSTR 100 (Weeklys) 24 OCT 25 270 PUT @.12 CBOE,-0.01,-0.65,-12.00,"57,057.29"
10/24/25,11:26:45,TRD,1004507208067,SOLD -1 MU 100 (Weeklys) 31 OCT 25 190 PUT @.95 MIAX,-0.01,-0.65,95.00,"57,151.63"
10/24/25,12:33:56,TRD,1004508247210,SOLD -1 ORCL 100 (Weeklys) 31 OCT 25 260 PUT @.86 CBOE,-0.01,-0.65,86.00,"57,236.97"
10/24/25,13:00:23,TRD,1004509094710,SOLD -1 OKLO 100 (Weeklys) 31 OCT 25 105 PUT @.87 CBOE,-0.01,-0.65,87.00,"57,323.31"
10/25/25,00:00:00,BAL,,Cash balance at the start of business day 25.10 CST,,,,"57,323.31"
10/26/25,00:00:00,BAL,,Cash balance at the start of business day 26.10 CST,,,,"57,323.31"
10/27/25,00:00:00,BAL,,Cash balance at the start of business day 27.10 CST,,,,"57,323.31"
10/28/25,00:00:00,BAL,,Cash balance at the start of business day 28.10 CST,,,,"57,323.31"
10/29/25,00:00:00,BAL,,Cash balance at the start of business day 29.10 CST,,,,"57,323.31"
10/29/25,08:59:11,TRD,1004507208068,BOT +1 MU 100 (Weeklys) 31 OCT 25 190 PUT @.09 CBOE,-0.01,-0.65,-9.00,"57,313.65"
10/30/25,00:00:00,BAL,,Cash balance at the start of business day 30.10 CST,,,,"57,313.65"
10/30/25,09:32:24,TRD,1004509094711,BOT +1 OKLO 100 (Weeklys) 31 OCT 25 105 PUT @.09 CBOE,-0.01,-0.65,-9.00,"57,303.99"
10/30/25,19:13:30,DOI,105969071540,SCHWAB1 INT 09/29-10/29 2.48 US$,,,2.48,"57,306.47"
10/31/25,00:00:00,BAL,,Cash balance at the start of business day 31.10 CST,,,,"57,306.47"
10/31/25,11:05:16,TRD,1004571297641,SOLD -1 MU 100 (Weeklys) 7 NOV 25 200 PUT @1.17 CBOE,-0.01,-0.65,117.00,"57,422.81"
10/31/25,12:59:56,TRD,1004574824506,SOLD -1 BE 100 (Weeklys) 7 NOV 25 105 PUT @1.35 CBOE,-0.01,-0.65,135.00,"57,557.15"
10/31/25,13:10:00,TRD,1004571297062,BOT +1 ORCL 100 (Weeklys) 31 OCT 25 260 PUT @.43 CBOE,-0.01,-0.65,-43.00,"57,513.49"
10/31/25,13:46:06,TRD,1004576002376,SOLD -1 MU 100 (Weeklys) 7 NOV 25 202.5 PUT @1.59 MIAX,-0.01,-0.65,159.00,"57,671.83"
11/1/25,00:00:00,BAL,,Cash balance at the start of business day 01.11 CST,,,,"57,671.83"
11/2/25,00:00:00,BAL,,Cash balance at the start of business day 02.11 CST,,,,"57,671.83"
11/3/25,00:00:00,BAL,,Cash balance at the start of business day 03.11 CST,,,,"57,671.83"
11/4/25,00:00:00,BAL,,Cash balance at the start of business day 04.11 CST,,,,"57,671.83"
11/5/25,00:00:00,BAL,,Cash balance at the start of business day 05.11 CST,,,,"57,671.83"
