DATE,TIME,TYPE,REF #,DESCRIPTION,Misc Fees,Commissions & Fees,AMOUNT,BALANCE
9/6/23,00:00:00,BAL,,Cash balance at the start of business day 06.09 CST,,,,"36,395.73"
9/7/23,00:00:00,BAL,,Cash balance at the start of business day 07.09 CST,,,,"36,395.73"
9/8/23,00:00:00,BAL,,Cash balance at the start of business day 08.09 CST,,,,"36,395.73"
9/8/23,10:22:16,TRD,11619387069,SOLD -1 TSLA 100 8 SEP 23 247.5 PUT @.25,-0.01,-0.65,25.00,"36,420.07"
9/9/23,00:00:00,BAL,,Cash balance at the start of business day 09.09 CST,,,,"36,420.07"
9/10/23,00:00:00,BAL,,Cash balance at the start of business day 10.09 CST,,,,"36,420.07"
9/11/23,00:00:00,BAL,,Cash balance at the start of business day 11.09 CST,,,,"36,420.07"
9/9/23,01:25:45,RAD,59362460707,Removal of Option due to expiration 1.0 TSLA 100 (WEEKLY) 8 Sep 2023 247.5 PUT,,,,"36,420.07"
9/11/23,11:48:37,TRD,11629272959,SOLD -1 BBY 100 15 SEP 23 71 PUT @.14,-0.01,-0.65,14.00,"36,433.41"
9/11/23,12:30:35,TRD,11629920388,SOLD -1 COIN 100 15 SEP 23 74 PUT @.26,-0.01,-0.65,26.00,"36,458.75"
9/11/23,13:35:07,TRD,11630621360,SOLD -1 CVNA 100 15 SEP 23 44 PUT @.24,-0.01,-0.65,24.00,"36,482.09"
9/11/23,13:51:02,TRD,11631322457,SOLD -1 ZM 100 15 SEP 23 69 PUT @.16,-0.01,-0.65,16.00,"36,497.43"
9/12/23,00:00:00,BAL,,Cash balance at the start of business day 12.09 CST,,,,"36,497.43"
9/13/23,00:00:00,BAL,,Cash balance at the start of business day 13.09 CST,,,,"36,497.43"
9/14/23,00:00:00,BAL,,Cash balance at the start of business day 14.09 CST,,,,"36,497.43"
9/15/23,00:00:00,BAL,,Cash balance at the start of business day 15.09 CST,,,,"36,497.43"
9/16/23,00:00:00,BAL,,Cash balance at the start of business day 16.09 CST,,,,"36,497.43"
9/17/23,00:00:00,BAL,,Cash balance at the start of business day 17.09 CST,,,,"36,497.43"
9/18/23,00:00:00,BAL,,Cash balance at the start of business day 18.09 CST,,,,"36,497.43"
9/16/23,01:32:44,RAD,59530665300,Removal of Option due to expiration 1.0 COIN 100 15 Sep 2023 74.0 PUT,,,,"36,497.43"
9/16/23,01:57:23,RAD,59530665402,Removal of Option due to expiration 1.0 ZM 100 15 Sep 2023 69.0 PUT,,,,"36,497.43"
9/16/23,02:02:04,RAD,59530665418,Removal of Option due to expiration 1.0 BBY 100 15 Sep 2023 71.0 PUT,,,,"36,497.43"
9/16/23,02:19:30,RAD,59530665455,Removal of Option due to expiration 1.0 CVNA 100 15 Sep 2023 44.0 PUT,,,,"36,497.43"
9/18/23,08:36:41,TRD,11669515810,SOLD -1 CVNA 100 22 SEP 23 46.5 PUT @.33,-0.01,-0.65,33.00,"36,529.77"
9/18/23,08:37:33,TRD,11669515891,SOLD -1 COIN 100 22 SEP 23 75 PUT @.35,-0.01,-0.65,35.00,"36,564.11"
9/18/23,08:45:32,TRD,11669516539,SOLD -1 ORCL 100 22 SEP 23 110 PUT @.34,-0.01,-0.65,34.00,"36,597.45"
9/18/23,08:47:04,TRD,11669516627,SOLD -1 ZM 100 22 SEP 23 67 PUT @.20,-0.01,-0.65,20.00,"36,616.79"
9/19/23,00:00:00,BAL,,Cash balance at the start of business day 19.09 CST,,,,"36,616.79"
9/20/23,00:00:00,BAL,,Cash balance at the start of business day 20.09 CST,,,,"36,616.79"
9/21/23,00:00:00,BAL,,Cash balance at the start of business day 21.09 CST,,,,"36,616.79"
9/22/23,00:00:00,BAL,,Cash balance at the start of business day 22.09 CST,,,,"36,616.79"
9/22/23,12:33:03,TRD,11703170998,SOLD -1 CALENDAR CVNA 100 29 SEP 23/22 SEP 23 46.5 PUT @.75,-0.02,-1.30,75.00,"36,690.47"
9/23/23,00:00:00,BAL,,Cash balance at the start of business day 23.09 CST,,,,"36,690.47"
9/24/23,00:00:00,BAL,,Cash balance at the start of business day 24.09 CST,,,,"36,690.47"
9/25/23,00:00:00,BAL,,Cash balance at the start of business day 25.09 CST,,,,"36,690.47"
9/22/23,23:41:18,RAD,59690095569,Removal of Option due to assignment 1.0 COIN 100 (WEEKLY) 22 Sep 2023 75.0 PUT,,,,"36,690.47"
9/22/23,23:41:18,EXP,59690095570,BOT 100.0 COIN UPON Option Assignment,,,"-7,500.00","29,190.47"
9/22/23,23:41:18,RAD,59690095573,Removal of Option due to assignment 1.0 ORCL 100 (WEEKLY) 22 Sep 2023 110.0 PUT,,,,"29,190.47"
9/22/23,23:41:18,EXP,59690095574,BOT 100.0 ORCL UPON Option Assignment,,,"-11,000.00","18,190.47"
9/22/23,23:41:29,RAD,59690095619,Removal of Option due to expiration 1.0 ZM 100 (WEEKLY) 22 Sep 2023 67.0 PUT,,,,"18,190.47"
9/25/23,07:56:01,TRD,11706406381,SOLD -1 COIN 100 29 SEP 23 75 CALL @.95,-0.01,-0.65,95.00,"18,284.81"
9/25/23,08:24:00,TRD,11707887214,SOLD -1 W 100 29 SEP 23 53 PUT @.27,-0.01,-0.65,27.00,"18,311.15"
9/25/23,12:40:42,TRD,11711209077,SOLD -1 ORCL 100 29 SEP 23 110 CALL @.46,-0.01,-0.65,46.00,"18,356.49"
9/26/23,00:00:00,BAL,,Cash balance at the start of business day 26.09 CST,,,,"18,356.49"
9/27/23,00:00:00,BAL,,Cash balance at the start of business day 27.09 CST,,,,"18,356.49"
9/28/23,00:00:00,BAL,,Cash balance at the start of business day 28.09 CST,,,,"18,356.49"
9/29/23,00:00:00,BAL,,Cash balance at the start of business day 29.09 CST,,,,"18,356.49"
9/29/23,12:24:49,TRD,11743289696,SOLD -1 DIAGONAL CVNA 100 6 OCT 23/29 SEP 23 46/46.5 PUT @.17,-0.02,-1.30,17.00,"18,372.17"
9/29/23,20:23:36,RAD,59850997359,Cash Alternatives Interest 3.27 MMDA1,,,,"18,372.17"
9/29/23,20:49:48,DOI,59852857608,Free Balance Interest Adjustment 3.36 US$,,,3.36,"18,375.53"
9/30/23,00:00:00,BAL,,Cash balance at the start of business day 30.09 CST,,,,"18,375.53"
10/1/23,00:00:00,BAL,,Cash balance at the start of business day 01.10 CST,,,,"18,375.53"
10/2/23,00:00:00,BAL,,Cash balance at the start of business day 02.10 CST,,,,"18,375.53"
9/30/23,01:03:06,RAD,59854590060,Removal of Option due to assignment 1.0 COIN 100 (QUARTERLY) 29 Sep 2023 75.0 CALL,,,,"18,375.53"
9/30/23,01:03:06,EXP,59854590061,SOLD -100.0 COIN UPON Option Assignment,-0.07,,"7,500.00","25,875.46"
9/30/23,01:23:14,RAD,59854590134,Removal of Option due to expiration 1.0 ORCL 100 (QUARTERLY) 29 Sep 2023 110.0 CALL,,,,"25,875.46"
9/30/23,01:34:57,RAD,59854590232,Removal of Option due to expiration 1.0 W 100 (QUARTERLY) 29 Sep 2023 53.0 PUT,,,,"25,875.46"
10/2/23,08:24:06,TRD,11747585652,SOLD -1 W 100 6 OCT 23 56 PUT @.25,-0.01,-0.65,25.00,"25,899.80"
10/2/23,08:54:37,TRD,11748225429,SOLD -1 COIN 100 6 OCT 23 70 PUT @.29,-0.01,-0.65,29.00,"25,928.14"
10/2/23,09:02:19,TRD,11748225777,SOLD -1 ORCL 100 6 OCT 23 110 CALL @.09,-0.01,-0.65,9.00,"25,936.48"
10/3/23,00:00:00,BAL,,Cash balance at the start of business day 03.10 CST,,,,"25,936.48"
10/4/23,00:00:00,BAL,,Cash balance at the start of business day 04.10 CST,,,,"25,936.48"
10/5/23,00:00:00,BAL,,Cash balance at the start of business day 05.10 CST,,,,"25,936.48"
10/6/23,00:00:00,BAL,,Cash balance at the start of business day 06.10 CST,,,,"25,936.48"
10/5/23,23:42:25,EXP,59982303673,BOT 100.0 CVNA UPON Option Assignment,,,"-4,600.00","21,336.48"
10/5/23,23:42:25,RAD,59982303674,Removal of Option due to assignment 1.0 CVNA 100 (WEEKLY) 6 Oct 2023 46.0 PUT,,,,"21,336.48"
10/6/23,08:24:23,TRD,11779395537,SOLD -1 CVNA 100 3 NOV 23 46 CALL @1.67,-0.01,-0.65,167.00,"21,502.82"
10/7/23,00:00:00,BAL,,Cash balance at the start of business day 07.10 CST,,,,"21,502.82"
10/8/23,00:00:00,BAL,,Cash balance at the start of business day 08.10 CST,,,,"21,502.82"
10/9/23,00:00:00,BAL,,Cash balance at the start of business day 09.10 CST,,,,"21,502.82"
10/6/23,23:38:59,RAD,60014405088,Removal of Option due to expiration 1.0 ORCL 100 (WEEKLY) 6 Oct 2023 110.0 CALL,,,,"21,502.82"
10/6/23,23:38:59,RAD,60014405089,Removal of Option due to expiration 1.0 W 100 (WEEKLY) 6 Oct 2023 56.0 PUT,,,,"21,502.82"
10/6/23,23:48:09,RAD,60014405159,Removal of Option due to expiration 1.0 COIN 100 (WEEKLY) 6 Oct 2023 70.0 PUT,,,,"21,502.82"
10/9/23,08:06:20,TRD,11787943180,SOLD -1 ORCL 100 13 OCT 23 110 CALL @1.46,-0.01,-0.65,146.00,"21,648.16"
10/9/23,12:22:38,TRD,11791051626,SOLD -1 MRNA 100 13 OCT 23 95 PUT @.24,-0.01,-0.65,24.00,"21,671.50"
10/10/23,00:00:00,BAL,,Cash balance at the start of business day 10.10 CST,,,,"21,671.50"
10/11/23,00:00:00,BAL,,Cash balance at the start of business day 11.10 CST,,,,"21,671.50"
10/12/23,00:00:00,BAL,,Cash balance at the start of business day 12.10 CST,,,,"21,671.50"
10/13/23,00:00:00,BAL,,Cash balance at the start of business day 13.10 CST,,,,"21,671.50"
10/14/23,00:00:00,BAL,,Cash balance at the start of business day 14.10 CST,,,,"21,671.50"
10/15/23,00:00:00,BAL,,Cash balance at the start of business day 15.10 CST,,,,"21,671.50"
10/16/23,00:00:00,BAL,,Cash balance at the start of business day 16.10 CST,,,,"21,671.50"
10/13/23,23:38:01,RAD,60172045148,Removal of Option due to assignment 1.0 MRNA 100 (WEEKLY) 13 Oct 2023 95.0 PUT,,,,"21,671.50"
10/13/23,23:38:01,EXP,60172045149,BOT 100.0 MRNA UPON Option Assignment,,,"-9,500.00","12,171.50"
10/13/23,23:38:24,RAD,60172045209,Removal of Option due to expiration 1.0 ORCL 100 (WEEKLY) 13 Oct 2023 110.0 CALL,,,,"12,171.50"
10/16/23,07:33:41,TRD,11827270098,SOLD -1 ORCL 100 20 OCT 23 110 CALL @.93,-0.01,-0.65,93.00,"12,263.84"
10/16/23,07:34:21,TRD,11827270198,SOLD -1 MRNA 100 20 OCT 23 95 CALL @2.10,-0.01,-0.65,210.00,"12,473.18"
10/17/23,00:00:00,BAL,,Cash balance at the start of business day 17.10 CST,,,,"12,473.18"
10/18/23,00:00:00,BAL,,Cash balance at the start of business day 18.10 CST,,,,"12,473.18"
10/19/23,00:00:00,BAL,,Cash balance at the start of business day 19.10 CST,,,,"12,473.18"
10/20/23,00:00:00,BAL,,Cash balance at the start of business day 20.10 CST,,,,"12,473.18"
10/21/23,00:00:00,BAL,,Cash balance at the start of business day 21.10 CST,,,,"12,473.18"
10/22/23,00:00:00,BAL,,Cash balance at the start of business day 22.10 CST,,,,"12,473.18"
10/23/23,00:00:00,BAL,,Cash balance at the start of business day 23.10 CST,,,,"12,473.18"
10/21/23,00:45:46,RAD,60334663682,Removal of Option due to expiration 1.0 MRNA 100 20 Oct 2023 95.0 CALL,,,,"12,473.18"
10/21/23,00:47:53,RAD,60334663757,Removal of Option due to expiration 1.0 ORCL 100 20 Oct 2023 110.0 CALL,,,,"12,473.18"
10/24/23,00:00:00,BAL,,Cash balance at the start of business day 24.10 CST,,,,"12,473.18"
10/24/23,09:55:52,TRD,11878523376,SOLD -1 MRNA 100 3 NOV 23 95 CALL @.50,-0.01,-0.65,50.00,"12,522.52"
10/24/23,11:09:55,TRD,11879185912,SOLD -1 COIN 100 27 OCT 23 75 PUT @.34,-0.01,-0.65,34.00,"12,555.86"
10/24/23,11:23:27,TRD,11879186157,SOLD -1 ORCL 100 3 NOV 23 110 CALL @.15,-0.01,-0.65,15.00,"12,570.20"
10/25/23,00:00:00,BAL,,Cash balance at the start of business day 25.10 CST,,,,"12,570.20"
10/26/23,00:00:00,BAL,,Cash balance at the start of business day 26.10 CST,,,,"12,570.20"
10/25/23,23:37:58,DOI,60429252315,Qualified Dividend~ORCL 40.0 US$,,,40.00,"12,610.20"
10/26/23,09:58:21,TRD,11892472975,SOLD -1 DIAGONAL COIN 100 3 NOV 23/27 OCT 23 70/75 PUT @1.50,-0.02,-1.30,150.00,"12,758.88"
10/27/23,00:00:00,BAL,,Cash balance at the start of business day 27.10 CST,,,,"12,758.88"
10/28/23,00:00:00,BAL,,Cash balance at the start of business day 28.10 CST,,,,"12,758.88"
10/29/23,00:00:00,BAL,,Cash balance at the start of business day 29.10 CST,,,,"12,758.88"
10/30/23,00:00:00,BAL,,Cash balance at the start of business day 30.10 CST,,,,"12,758.88"
10/31/23,00:00:00,BAL,,Cash balance at the start of business day 31.10 CST,,,,"12,758.88"
10/31/23,20:03:07,RAD,60554441248,Cash Alternatives Interest 2.57 MMDA1,,,,"12,758.88"
10/31/23,20:24:12,DOI,60555931063,Free Balance Interest Adjustment 0.9 US$,,,0.90,"12,759.78"
11/1/23,00:00:00,BAL,,Cash balance at the start of business day 01.11 CST,,,,"12,759.78"
11/2/23,00:00:00,BAL,,Cash balance at the start of business day 02.11 CST,,,,"12,759.78"
11/3/23,00:00:00,BAL,,Cash balance at the start of business day 03.11 CST,,,,"12,759.78"
11/2/23,23:00:00,,,---- Account migration from TDA to Schwab ----,,,,N/A
11/3/23,19:56:51,DOI,60659102268,Off-Cycle Interest~MMDA1 0.31 US$,,,0.31,"12,760.09"
11/4/23,00:00:00,BAL,,Cash balance at the start of business day 04.11 CST,,,,"12,760.09"
11/5/23,00:00:00,BAL,,Cash balance at the start of business day 05.11 CST,,,,"12,760.09"
11/6/23,00:00:00,BAL,,Cash balance at the start of business day 06.11 CST,,,,"12,760.09"
11/4/23,02:22:03,RAD,60660808958,Removal of Option due to expiration 1.0 MRNA 100 (WEEKLY) 3 Nov 2023 95.0 CALL,,,,"12,760.09"
11/4/23,02:28:00,RAD,60660808987,Removal of Option due to expiration 1.0 COIN 100 (WEEKLY) 3 Nov 2023 70.0 PUT,,,,"12,760.09"
11/4/23,02:28:15,RAD,60660808988,Removal of Option due to expiration 1.0 ORCL 100 (WEEKLY) 3 Nov 2023 110.0 CALL,,,,"12,760.09"
11/4/23,02:39:24,RAD,60660809018,Removal of Option due to expiration 1.0 CVNA 100 (WEEKLY) 3 Nov 2023 46.0 CALL,,,,"12,760.09"
11/6/23,13:10:23,TRD,1000025720935,SOLD -1 ORCL 100 (Weeklys) 10 NOV 23 110 CALL @.40 PHLX,-0.01,-0.65,40.00,"12,799.43"
11/6/23,14:43:48,TRD,1000025721269,SOLD -1 CVNA 100 (Weeklys) 10 NOV 23 34 CALL @1.06,-0.01,-0.65,106.00,"12,904.77"
11/6/23,14:44:41,TRD,1000025721274,SOLD -1 MRNA 100 (Weeklys) 10 NOV 23 74 CALL @1.09 CBOE,-0.01,-0.65,109.00,"13,013.11"
11/7/23,00:00:00,BAL,,Cash balance at the start of business day 07.11 CST,,,,"13,013.11"
11/7/23,12:43:46,TRD,1000027384962,BOT +1 VERTICAL CVNA 100 (Weeklys) 10 NOV 23 34/35 CALL @.43 CBOE,-0.02,-1.30,-43.00,"12,968.79"
11/7/23,13:58:58,TRD,1000027385232,SOLD -1 COIN 100 (Weeklys) 10 NOV 23 82 PUT @.39,-0.01,-0.65,39.00,"13,007.13"
11/8/23,00:00:00,BAL,,Cash balance at the start of business day 08.11 CST,,,,"13,007.13"
11/9/23,00:00:00,BAL,,Cash balance at the start of business day 09.11 CST,,,,"13,007.13"
11/10/23,00:00:00,BAL,,Cash balance at the start of business day 10.11 CST,,,,"13,007.13"
11/11/23,00:00:00,BAL,,Cash balance at the start of business day 11.11 CST,,,,"13,007.13"
11/12/23,00:00:00,BAL,,Cash balance at the start of business day 12.11 CST,,,,"13,007.13"
11/13/23,00:00:00,BAL,,Cash balance at the start of business day 13.11 CST,,,,"13,007.13"
11/11/23,00:54:18,EXP,79569748306,SOLD -100.0 ORCL UPON ORACLE CORP,-0.10,,"11,000.00","24,007.03"
11/11/23,00:55:45,RAD,79569748627,CALL ORACLE CORP $110 EXP 11/10/23,,,,"24,007.03"
11/11/23,00:57:32,RAD,79569749110,PUT COINBASE GLOBAL INC $82 EXP 11/10/23,,,,"24,007.03"
11/11/23,00:57:32,RAD,79569749111,CALL CARVANA CO $35 EXP 11/10/23,,,,"24,007.03"
11/11/23,00:57:46,RAD,79569749176,CALL MODERNA INC $74 EXP 11/10/23,,,,"24,007.03"
11/13/23,11:43:32,TRD,1000036742130,SOLD -1 CVNA 100 17 NOV 23 32 CALL @.35 CBOE,-0.01,-0.65,35.00,"24,041.37"
11/13/23,11:44:16,TRD,1000036742135,SOLD -1 MRNA 100 17 NOV 23 74 CALL @.42 CBOE,-0.01,-0.65,42.00,"24,082.71"
11/13/23,13:26:08,TRD,1000036742512,SOLD -1 VERTICAL SNOW 100 17 NOV 23 160/155 PUT @1.86 CBOE,-0.02,-1.30,186.00,"24,267.39"
11/13/23,22:03:26,TRD,79578102601,BOT 100.0 ORCL UPON ,,,"-11,000.00","13,267.39"
11/13/23,22:03:26,TRD,79578102602,SOLD -100.0 ORCL UPON ,,,"11,000.00","24,267.39"
11/14/23,00:00:00,BAL,,Cash balance at the start of business day 14.11 CST,,,,"24,267.39"
11/14/23,09:45:00,TRD,1000038370248,SOLD -1 DIAGONAL CVNA 100 (Quarterlys) 29 DEC 23/17 NOV 23 36/32 CALL @1.12 CBOE,-0.02,-1.30,112.00,"24,378.07"
11/14/23,14:56:59,TRD,1000039544096,BOT +1 VERTICAL SNOW 100 17 NOV 23 160/155 PUT @.50 ISE,-0.02,-1.30,-50.00,"24,326.75"
11/15/23,00:00:00,BAL,,Cash balance at the start of business day 15.11 CST,,,,"24,326.75"
11/15/23,08:30:16,TRD,1000039544140,SOLD -1 CALENDAR MRNA 100 (Weeklys) 24 NOV 23/17 NOV 23 74 CALL @.86 CBOE,-0.02,-1.30,86.00,"24,411.43"
11/15/23,14:17:23,TRD,1000040769268,SOLD -1 DIAGONAL MRNA 100 (Quarterlys) 29 DEC 23/24 NOV 23 80/74 CALL @.10 CBOE,-0.02,-1.30,10.00,"24,420.11"
11/16/23,00:00:00,BAL,,Cash balance at the start of business day 16.11 CST,,,,"24,420.11"
11/16/23,01:47:11,DOI,79599668721,BANK INT 103023-111523 TD BANK USA NA 1.09 US$,,,1.09,"24,421.20"
11/16/23,10:02:35,TRD,1000042407039,BOT +1 VERTICAL ORCL 100 17 NOV 23 115/114 PUT @.32 CBOE,-0.02,-1.30,-32.00,"24,387.88"
11/16/23,10:02:35,TRD,1000042407042,BOT +1 ORCL 100 17 NOV 23 114 PUT @.23,-0.01,-0.65,-23.00,"24,364.22"
11/16/23,10:02:35,TRD,1000042407042,SOLD -1 ORCL 100 17 NOV 23 115 PUT @.52,-0.01,-0.65,52.00,"24,415.56"
11/16/23,10:19:12,TRD,1000042407168,SOLD -1 VERTICAL ORCL 100 17 NOV 23 115/114 PUT @.34 CBOE,-0.02,-1.30,34.00,"24,448.24"
11/17/23,00:00:00,BAL,,Cash balance at the start of business day 17.11 CST,,,,"24,448.24"
11/17/23,11:17:00,TRD,1000044840338,BOT +1 VERTICAL ORCL 100 17 NOV 23 115/114 PUT @.09 ISE,-0.02,-1.30,-9.00,"24,437.92"
11/17/23,11:46:39,TRD,1000044840529,SOLD -1 VERTICAL COIN 100 17 NOV 23 98/97 PUT @.35 CBOE,-0.02,-1.30,35.00,"24,471.60"
11/17/23,14:21:08,TRD,1000044840534,SOLD -1 COIN 100 17 NOV 23 97 PUT @.01,-0.01,-0.65,1.00,"24,471.94"
11/17/23,14:21:08,TRD,1000044840534,BOT +1 COIN 100 17 NOV 23 98 PUT @.11,-0.01,-0.65,-11.00,"24,460.28"
11/18/23,00:00:00,BAL,,Cash balance at the start of business day 18.11 CST,,,,"24,460.28"
11/19/23,00:00:00,BAL,,Cash balance at the start of business day 19.11 CST,,,,"24,460.28"
11/20/23,00:00:00,BAL,,Cash balance at the start of business day 20.11 CST,,,,"24,460.28"
11/20/23,10:01:11,TRD,1000048149613,SOLD -1 VERTICAL SNOW 100 (Weeklys) 24 NOV 23 167.5/165 PUT @1.03 CBOE,-0.02,-1.30,103.00,"24,561.96"
11/20/23,13:32:44,TRD,1000048149618,BOT +1 SNOW 100 (Weeklys) 24 NOV 23 167.5 PUT @3.22,-0.01,-0.65,-322.00,"24,239.30"
11/20/23,13:32:44,TRD,1000048149618,SOLD -1 SNOW 100 (Weeklys) 24 NOV 23 165 PUT @1.96,-0.01,-0.65,196.00,"24,434.64"
11/21/23,00:00:00,BAL,,Cash balance at the start of business day 21.11 CST,,,,"24,434.64"
11/21/23,09:27:23,TRD,1000049547212,SOLD -1 VERTICAL COIN 100 (Weeklys) 24 NOV 23 102/99 PUT @1.31 CBOE,-0.02,-1.30,131.00,"24,564.32"
11/22/23,00:00:00,BAL,,Cash balance at the start of business day 22.11 CST,,,,"24,564.32"
11/22/23,09:36:30,TRD,1000049547215,BOT +1 COIN 100 (Weeklys) 24 NOV 23 102 PUT @.39,-0.01,-0.65,-39.00,"24,524.66"
11/22/23,09:36:30,TRD,1000049547215,SOLD -1 COIN 100 (Weeklys) 24 NOV 23 99 PUT @.15,-0.01,-0.65,15.00,"24,539.00"
11/23/23,00:00:00,BAL,,Cash balance at the start of business day 23.11 CST,,,,"24,539.00"
11/24/23,00:00:00,BAL,,Cash balance at the start of business day 24.11 CST,,,,"24,539.00"
11/25/23,00:00:00,BAL,,Cash balance at the start of business day 25.11 CST,,,,"24,539.00"
11/26/23,00:00:00,BAL,,Cash balance at the start of business day 26.11 CST,,,,"24,539.00"
11/27/23,00:00:00,BAL,,Cash balance at the start of business day 27.11 CST,,,,"24,539.00"
11/27/23,13:42:35,TRD,1000056486062,SOLD -1 VERTICAL SNOW 100 (Weeklys) 1 DEC 23 170/167.5 PUT @1.20 CBOE,-0.03,-1.30,120.00,"24,657.67"
11/28/23,00:00:00,BAL,,Cash balance at the start of business day 28.11 CST,,,,"24,657.67"
11/28/23,08:43:26,TRD,1000056486067,BOT +1 SNOW 100 (Weeklys) 1 DEC 23 170 PUT @8.20,-0.01,-0.65,-820.00,"23,837.01"
11/28/23,08:43:26,TRD,1000056486067,SOLD -1 SNOW 100 (Weeklys) 1 DEC 23 167.5 PUT @6.83,-0.02,-0.65,683.00,"24,519.34"
11/28/23,11:50:41,TRD,1000057856455,SOLD -1 VERTICAL SNOW 100 (Weeklys) 1 DEC 23 167.5/165 PUT @1.08 CBOE,-0.02,-1.30,108.00,"24,626.02"
11/29/23,00:00:00,BAL,,Cash balance at the start of business day 29.11 CST,,,,"24,626.02"
11/30/23,00:00:00,BAL,,Cash balance at the start of business day 30.11 CST,,,,"24,626.02"
11/30/23,08:30:31,TRD,1000057856460,BOT +1 SNOW 100 (Weeklys) 1 DEC 23 167.5 PUT @.13,-0.01,-0.65,-13.00,"24,612.36"
11/30/23,08:30:31,TRD,1000057856460,SOLD -1 SNOW 100 (Weeklys) 1 DEC 23 165 PUT @.09,-0.01,-0.65,9.00,"24,620.70"
12/1/23,00:00:00,BAL,,Cash balance at the start of business day 01.12 CST,,,,"24,620.70"
12/1/23,13:04:06,TRD,1000064982340,SOLD -1 DIAGONAL CVNA 100 (Weeklys) 5 JAN 24/29 DEC 23 30/36 CALL @3.65 CBOE,-0.03,-1.30,365.00,"24,984.37"
12/1/23,13:14:43,TRD,1000064982403,SOLD -1 DIAGONAL MRNA 100 (Weeklys) 5 JAN 24/29 DEC 23 75/80 CALL @3.30 CBOE,-0.03,-1.30,330.00,"25,313.04"
12/2/23,00:00:00,BAL,,Cash balance at the start of business day 02.12 CST,,,,"25,313.04"
