DATE,TIME,TYPE,REF #,DESCRIPTION,Misc Fees,Commissions & Fees,AMOUNT,BALANCE
9/30/23,01:34:57,RAD,59854590232,Removal of Option due to expiration 1.0 W 100 (QUARTERLY) 29 Sep 2023 53.0 PUT,,,,"19,493.00"
10/2/23,08:24:06,TRD,11747585652,SOLD -1 W 100 (Weeklys) 6 OCT 23 56 PUT @.25,-0.01,-0.65,25.00,"19,517.34"
10/2/23,08:54:37,TRD,11748225429,SOLD -1 COIN 100 (Weeklys) 6 OCT 23 70 PUT @.29,-0.01,-0.65,29.00,"19,545.68"
10/2/23,09:02:19,TRD,11748225777,SOLD -1 ORCL 100 (Weeklys) 6 OCT 23 110 CALL @.09,-0.01,-0.65,9.00,"19,554.02"
10/3/23,00:00:00,BAL,,Cash balance at the start of business day 03.10 CST,,,,"19,554.02"
10/4/23,00:00:00,BAL,,Cash balance at the start of business day 04.10 CST,,,,"19,554.02"
10/5/23,00:00:00,BAL,,Cash balance at the start of business day 05.10 CST,,,,"19,554.02"
10/6/23,00:00:00,BAL,,Cash balance at the start of business day 06.10 CST,,,,"19,554.02"
10/5/23,23:42:25,EXP,59982303673,BOT 100.0 CVNA UPON Option Assignment,,,"-4,600.00","14,954.02"
10/5/23,23:42:25,RAD,59982303674,Removal of Option due to assignment 1.0 CVNA 100 (WEEKLY) 6 Oct 2023 46.0 PUT,,,,"14,954.02"
10/6/23,08:24:23,TRD,11779395537,SOLD -1 CVNA 100 (Weeklys) 3 NOV 23 46 CALL @1.67,-0.01,-0.65,167.00,"15,120.36"
10/7/23,00:00:00,BAL,,Cash balance at the start of business day 07.10 CST,,,,"15,120.36"
10/8/23,00:00:00,BAL,,Cash balance at the start of business day 08.10 CST,,,,"15,120.36"
10/9/23,00:00:00,BAL,,Cash balance at the start of business day 09.10 CST,,,,"15,120.36"
10/6/23,23:38:59,RAD,60014405088,Removal of Option due to expiration 1.0 ORCL 100 (WEEKLY) 6 Oct 2023 110.0 CALL,,,,"15,120.36"
10/6/23,23:38:59,RAD,60014405089,Removal of Option due to expiration 1.0 W 100 (WEEKLY) 6 Oct 2023 56.0 PUT,,,,"15,120.36"
10/6/23,23:48:09,RAD,60014405159,Removal of Option due to expiration 1.0 COIN 100 (WEEKLY) 6 Oct 2023 70.0 PUT,,,,"15,120.36"
10/9/23,08:06:20,TRD,11787943180,SOLD -1 ORCL 100 (Weeklys) 13 OCT 23 110 CALL @1.46,-0.01,-0.65,146.00,"15,265.70"
10/9/23,12:22:38,TRD,11791051626,SOLD -1 MRNA 100 (Weeklys) 13 OCT 23 95 PUT @.24,-0.01,-0.65,24.00,"15,289.04"
10/10/23,00:00:00,BAL,,Cash balance at the start of business day 10.10 CST,,,,"15,289.04"
10/11/23,00:00:00,BAL,,Cash balance at the start of business day 11.10 CST,,,,"15,289.04"
10/12/23,00:00:00,BAL,,Cash balance at the start of business day 12.10 CST,,,,"15,289.04"
10/13/23,00:00:00,BAL,,Cash balance at the start of business day 13.10 CST,,,,"15,289.04"
10/14/23,00:00:00,BAL,,Cash balance at the start of business day 14.10 CST,,,,"15,289.04"
10/15/23,00:00:00,BAL,,Cash balance at the start of business day 15.10 CST,,,,"15,289.04"
10/16/23,00:00:00,BAL,,Cash balance at the start of business day 16.10 CST,,,,"15,289.04"
10/13/23,23:38:01,RAD,60172045148,Removal of Option due to assignment 1.0 MRNA 100 (WEEKLY) 13 Oct 2023 95.0 PUT,,,,"15,289.04"
10/13/23,23:38:01,EXP,60172045149,BOT 100.0 MRNA UPON Option Assignment,,,"-9,500.00","5,789.04"
10/13/23,23:38:24,RAD,60172045209,Removal of Option due to expiration 1.0 ORCL 100 (WEEKLY) 13 Oct 2023 110.0 CALL,,,,"5,789.04"
10/16/23,07:33:41,TRD,11827270098,SOLD -1 ORCL 100 20 OCT 23 110 CALL @.93,-0.01,-0.65,93.00,"5,881.38"
10/16/23,07:34:21,TRD,11827270198,SOLD -1 MRNA 100 20 OCT 23 95 CALL @2.10,-0.01,-0.65,210.00,"6,090.72"
10/17/23,00:00:00,BAL,,Cash balance at the start of business day 17.10 CST,,,,"6,090.72"
10/18/23,00:00:00,BAL,,Cash balance at the start of business day 18.10 CST,,,,"6,090.72"
10/19/23,00:00:00,BAL,,Cash balance at the start of business day 19.10 CST,,,,"6,090.72"
10/20/23,00:00:00,BAL,,Cash balance at the start of business day 20.10 CST,,,,"6,090.72"
10/21/23,00:00:00,BAL,,Cash balance at the start of business day 21.10 CST,,,,"6,090.72"
10/22/23,00:00:00,BAL,,Cash balance at the start of business day 22.10 CST,,,,"6,090.72"
10/23/23,00:00:00,BAL,,Cash balance at the start of business day 23.10 CST,,,,"6,090.72"
10/21/23,00:45:46,RAD,60334663682,Removal of Option due to expiration 1.0 MRNA 100 20 Oct 2023 95.0 CALL,,,,"6,090.72"
10/21/23,00:47:53,RAD,60334663757,Removal of Option due to expiration 1.0 ORCL 100 20 Oct 2023 110.0 CALL,,,,"6,090.72"
10/24/23,00:00:00,BAL,,Cash balance at the start of business day 24.10 CST,,,,"6,090.72"
10/24/23,09:55:52,TRD,11878523376,SOLD -1 MRNA 100 (Weeklys) 3 NOV 23 95 CALL @.50,-0.01,-0.65,50.00,"6,140.06"
10/24/23,11:09:55,TRD,11879185912,SOLD -1 COIN 100 (Weeklys) 27 OCT 23 75 PUT @.34,-0.01,-0.65,34.00,"6,173.40"
10/24/23,11:23:27,TRD,11879186157,SOLD -1 ORCL 100 (Weeklys) 3 NOV 23 110 CALL @.15,-0.01,-0.65,15.00,"6,187.74"
10/25/23,00:00:00,BAL,,Cash balance at the start of business day 25.10 CST,,,,"6,187.74"
10/26/23,00:00:00,BAL,,Cash balance at the start of business day 26.10 CST,,,,"6,187.74"
10/25/23,23:37:58,DOI,60429252315,Qualified Dividend~ORCL 40.0 US$,,,40.00,"6,227.74"
10/26/23,09:58:21,TRD,11892472975,SOLD -1 DIAGONAL COIN 100 (Weeklys) 3 NOV 23/27 OCT 23 70/75 PUT @1.50,-0.02,-1.30,150.00,"6,376.42"
10/27/23,00:00:00,BAL,,Cash balance at the start of business day 27.10 CST,,,,"6,376.42"
10/28/23,00:00:00,BAL,,Cash balance at the start of business day 28.10 CST,,,,"6,376.42"
10/29/23,00:00:00,BAL,,Cash balance at the start of business day 29.10 CST,,,,"6,376.42"
10/30/23,00:00:00,BAL,,Cash balance at the start of business day 30.10 CST,,,,"6,376.42"
10/31/23,00:00:00,BAL,,Cash balance at the start of business day 31.10 CST,,,,"6,376.42"
10/31/23,20:03:07,RAD,60554441248,Cash Alternatives Interest 2.57 MMDA1,,,2.57,"6,378.99"
10/31/23,20:24:12,DOI,60555931063,Free Balance Interest Adjustment 0.9 US$,,,0.90,"6,379.89"
11/1/23,00:00:00,BAL,,Cash balance at the start of business day 01.11 CST,,,,"6,379.89"
11/2/23,00:00:00,BAL,,Cash balance at the start of business day 02.11 CST,,,,"6,379.89"
11/3/23,00:00:00,BAL,,Cash balance at the start of business day 03.11 CST,,,,"6,379.89"
11/2/23,23:00:00,,,---- Account migration from TDA to Schwab ----,,,,N/A
11/3/23,19:56:51,DOI,60659102268,Off-Cycle Interest~MMDA1 0.31 US$,,,0.31,"6,380.20"
11/4/23,00:00:00,BAL,,Cash balance at the start of business day 04.11 CST,,,,"6,380.20"
11/5/23,00:00:00,BAL,,Cash balance at the start of business day 05.11 CST,,,,"6,380.20"
11/6/23,00:00:00,BAL,,Cash balance at the start of business day 06.11 CST,,,,"6,380.20"
11/4/23,02:22:03,RAD,60660808958,Removal of Option due to expiration 1.0 MRNA 100 (WEEKLY) 3 Nov 2023 95.0 CALL,,,,"6,380.20"
11/4/23,02:28:00,RAD,60660808987,Removal of Option due to expiration 1.0 COIN 100 (WEEKLY) 3 Nov 2023 70.0 PUT,,,,"6,380.20"
11/4/23,02:28:15,RAD,60660808988,Removal of Option due to expiration 1.0 ORCL 100 (WEEKLY) 3 Nov 2023 110.0 CALL,,,,"6,380.20"
11/4/23,02:39:24,RAD,60660809018,Removal of Option due to expiration 1.0 CVNA 100 (WEEKLY) 3 Nov 2023 46.0 CALL,,,,"6,380.20"
11/6/23,13:10:23,TRD,1000025720935,SOLD -1 ORCL 100 (Weeklys) 10 NOV 23 110 CALL @.40 PHLX,-0.01,-0.65,40.00,"6,419.54"
11/6/23,14:43:48,TRD,1000025721269,SOLD -1 CVNA 100 (Weeklys) 10 NOV 23 34 CALL @1.06,-0.01,-0.65,106.00,"6,524.88"
11/6/23,14:44:41,TRD,1000025721274,SOLD -1 MRNA 100 (Weeklys) 10 NOV 23 74 CALL @1.09 CBOE,-0.01,-0.65,109.00,"6,633.22"
11/7/23,00:00:00,BAL,,Cash balance at the start of business day 07.11 CST,,,,"6,633.22"
11/7/23,12:43:46,TRD,1000027384962,BOT +1 VERTICAL CVNA 100 (Weeklys) 10 NOV 23 34/35 CALL @.43 CBOE,-0.02,-1.30,-43.00,"6,588.90"
11/7/23,13:58:58,TRD,1000027385232,SOLD -1 COIN 100 (Weeklys) 10 NOV 23 82 PUT @.39,-0.01,-0.65,39.00,"6,627.24"
11/8/23,00:00:00,BAL,,Cash balance at the start of business day 08.11 CST,,,,"6,627.24"
11/9/23,00:00:00,BAL,,Cash balance at the start of business day 09.11 CST,,,,"6,627.24"
11/10/23,00:00:00,BAL,,Cash balance at the start of business day 10.11 CST,,,,"6,627.24"
11/11/23,00:00:00,BAL,,Cash balance at the start of business day 11.11 CST,,,,"6,627.24"
11/12/23,00:00:00,BAL,,Cash balance at the start of business day 12.11 CST,,,,"6,627.24"
11/13/23,00:00:00,BAL,,Cash balance at the start of business day 13.11 CST,,,,"6,627.24"
11/11/23,00:54:18,EXP,79569748306,Automatic Expiration,-0.10,,"11,000.00","17,627.14"
11/11/23,00:55:45,RAD,79569748627,CALL ORACLE CORP $110 EXP 11/10/23,,,,"17,627.14"
11/11/23,00:57:32,RAD,79569749110,PUT COINBASE GLOBAL INC $82 EXP 11/10/23,,,,"17,627.14"
11/11/23,00:57:32,RAD,79569749111,CALL CARVANA CO $35 EXP 11/10/23,,,,"17,627.14"
11/11/23,00:57:46,RAD,79569749176,CALL MODERNA INC $74 EXP 11/10/23,,,,"17,627.14"
11/13/23,11:43:32,TRD,1000036742130,SOLD -1 CVNA 100 17 NOV 23 32 CALL @.35 CBOE,-0.01,-0.65,35.00,"17,661.48"
11/13/23,11:44:16,TRD,1000036742135,SOLD -1 MRNA 100 17 NOV 23 74 CALL @.42 CBOE,-0.01,-0.65,42.00,"17,702.82"
11/13/23,13:26:08,TRD,1000036742512,SOLD -1 VERTICAL SNOW 100 17 NOV 23 160/155 PUT @1.86 CBOE,-0.02,-1.30,186.00,"17,887.50"
11/13/23,22:03:26,TRD,79578102601,BOT 100.0 ORCL UPON ,,,"-11,000.00","6,887.50"
11/13/23,22:03:26,TRD,79578102602,SOLD -100.0 ORCL UPON ,,,"11,000.00","17,887.50"
11/14/23,00:00:00,BAL,,Cash balance at the start of business day 14.11 CST,,,,"17,887.50"
11/14/23,09:45:00,TRD,1000038370248,SOLD -1 DIAGONAL CVNA 100 (Quarterlys) 29 DEC 23/17 NOV 23 36/32 CALL @1.12 CBOE,-0.02,-1.30,112.00,"17,998.18"
11/14/23,14:56:59,TRD,1000039544096,BOT +1 VERTICAL SNOW 100 17 NOV 23 160/155 PUT @.50 ISE,-0.02,-1.30,-50.00,"17,946.86"
11/15/23,00:00:00,BAL,,Cash balance at the start of business day 15.11 CST,,,,"17,946.86"
11/15/23,08:30:16,TRD,1000039544140,SOLD -1 CALENDAR MRNA 100 (Weeklys) 24 NOV 23/17 NOV 23 74 CALL @.86 CBOE,-0.02,-1.30,86.00,"18,031.54"
11/15/23,14:17:23,TRD,1000040769268,SOLD -1 DIAGONAL MRNA 100 (Quarterlys) 29 DEC 23/24 NOV 23 80/74 CALL @.10 CBOE,-0.02,-1.30,10.00,"18,040.22"
11/16/23,00:00:00,BAL,,Cash balance at the start of business day 16.11 CST,,,,"18,040.22"
11/16/23,01:47:11,DOI,79599668721,BANK INT 103023-111523 TD BANK USA NA 1.09 US$,,,1.09,"18,041.31"
11/16/23,10:02:35,TRD,1000042407039,BOT +1 VERTICAL ORCL 100 17 NOV 23 115/114 PUT @.32 CBOE,-0.02,-1.30,-32.00,"18,007.99"
11/16/23,10:02:35,TRD,1000042407042,SOLD -1 VERTICAL ORCL 100 17 NOV 23 115/114 PUT @.29 CBOE,-0.02,-1.30,29.00,"18,035.67"
11/16/23,10:19:12,TRD,1000042407168,SOLD -1 VERTICAL ORCL 100 17 NOV 23 115/114 PUT @.34 CBOE,-0.02,-1.30,34.00,"18,068.35"
11/17/23,00:00:00,BAL,,Cash balance at the start of business day 17.11 CST,,,,"18,068.35"
11/17/23,11:17:00,TRD,1000044840338,BOT +1 VERTICAL ORCL 100 17 NOV 23 115/114 PUT @.09 ISE,-0.02,-1.30,-9.00,"18,058.03"
11/17/23,11:46:39,TRD,1000044840529,SOLD -1 VERTICAL COIN 100 17 NOV 23 98/97 PUT @.35 CBOE,-0.02,-1.30,35.00,"18,091.71"
11/17/23,14:21:08,TRD,1000044840534,BOT +1 VERTICAL COIN 100 17 NOV 23 98/97 PUT @.10 CBOE,-0.02,-1.30,-10.00,"18,080.39"
11/18/23,00:00:00,BAL,,Cash balance at the start of business day 18.11 CST,,,,"18,080.39"
11/19/23,00:00:00,BAL,,Cash balance at the start of business day 19.11 CST,,,,"18,080.39"
11/20/23,00:00:00,BAL,,Cash balance at the start of business day 20.11 CST,,,,"18,080.39"
11/20/23,10:01:11,TRD,1000048149613,SOLD -1 VERTICAL SNOW 100 (Weeklys) 24 NOV 23 167.5/165 PUT @1.03 CBOE,-0.02,-1.30,103.00,"18,182.07"
11/20/23,13:32:44,TRD,1000048149618,BOT +1 VERTICAL SNOW 100 (Weeklys) 24 NOV 23 167.5/165 PUT @1.26 CBOE,-0.02,-1.30,-126.00,"18,054.75"
11/21/23,00:00:00,BAL,,Cash balance at the start of business day 21.11 CST,,,,"18,054.75"
11/21/23,09:27:23,TRD,1000049547212,SOLD -1 VERTICAL COIN 100 (Weeklys) 24 NOV 23 102/99 PUT @1.31 CBOE,-0.02,-1.30,131.00,"18,184.43"
11/22/23,00:00:00,BAL,,Cash balance at the start of business day 22.11 CST,,,,"18,184.43"
11/22/23,09:36:30,TRD,1000049547215,BOT +1 VERTICAL COIN 100 (Weeklys) 24 NOV 23 102/99 PUT @.24 CBOE,-0.02,-1.30,-24.00,"18,159.11"
11/23/23,00:00:00,BAL,,Cash balance at the start of business day 23.11 CST,,,,"18,159.11"
11/24/23,00:00:00,BAL,,Cash balance at the start of business day 24.11 CST,,,,"18,159.11"
11/25/23,00:00:00,BAL,,Cash balance at the start of business day 25.11 CST,,,,"18,159.11"
11/26/23,00:00:00,BAL,,Cash balance at the start of business day 26.11 CST,,,,"18,159.11"
11/27/23,00:00:00,BAL,,Cash balance at the start of business day 27.11 CST,,,,"18,159.11"
11/27/23,13:42:35,TRD,1000056486062,SOLD -1 VERTICAL SNOW 100 (Weeklys) 1 DEC 23 170/167.5 PUT @1.20 CBOE,-0.03,-1.30,120.00,"18,277.78"
11/28/23,00:00:00,BAL,,Cash balance at the start of business day 28.11 CST,,,,"18,277.78"
11/28/23,08:43:26,TRD,1000056486067,BOT +1 VERTICAL SNOW 100 (Weeklys) 1 DEC 23 170/167.5 PUT @1.37,-0.03,-1.30,-137.00,"18,139.45"
11/28/23,11:50:41,TRD,1000057856455,SOLD -1 VERTICAL SNOW 100 (Weeklys) 1 DEC 23 167.5/165 PUT @1.08 CBOE,-0.02,-1.30,108.00,"18,246.13"
11/29/23,00:00:00,BAL,,Cash balance at the start of business day 29.11 CST,,,,"18,246.13"
11/30/23,00:00:00,BAL,,Cash balance at the start of business day 30.11 CST,,,,"18,246.13"
11/30/23,08:30:31,TRD,1000057856460,BOT +1 VERTICAL SNOW 100 (Weeklys) 1 DEC 23 167.5/165 PUT @.04 CBOE,-0.02,-1.30,-4.00,"18,240.81"
12/1/23,00:00:00,BAL,,Cash balance at the start of business day 01.12 CST,,,,"18,240.81"
12/1/23,13:04:06,TRD,1000064982340,SOLD -1 DIAGONAL CVNA 100 (Weeklys) 5 JAN 24/29 DEC 23 30/36 CALL @3.65 CBOE,-0.03,-1.30,365.00,"18,604.48"
12/1/23,13:14:43,TRD,1000064982403,SOLD -1 DIAGONAL MRNA 100 (Weeklys) 5 JAN 24/29 DEC 23 75/80 CALL @3.30 CBOE,-0.03,-1.30,330.00,"18,933.15"
12/2/23,00:00:00,BAL,,Cash balance at the start of business day 02.12 CST,,,,"18,933.15"
12/3/23,00:00:00,BAL,,Cash balance at the start of business day 03.12 CST,,,,"18,933.15"
12/4/23,00:00:00,BAL,,Cash balance at the start of business day 04.12 CST,,,,"18,933.15"
12/4/23,12:41:14,TRD,1000066575844,SOLD -1 VERTICAL AMZN 100 (Weeklys) 8 DEC 23 144/143 PUT @.36 CBOE,-0.02,-1.30,36.00,"18,967.83"
12/5/23,00:00:00,BAL,,Cash balance at the start of business day 05.12 CST,,,,"18,967.83"
12/5/23,08:30:30,TRD,1000066575849,BOT +1 VERTICAL AMZN 100 (Weeklys) 8 DEC 23 144/143 PUT @.48 CBOE,-0.02,-1.30,-48.00,"18,918.51"
12/6/23,00:00:00,BAL,,Cash balance at the start of business day 06.12 CST,,,,"18,918.51"
12/7/23,00:00:00,BAL,,Cash balance at the start of business day 07.12 CST,,,,"18,918.51"
12/8/23,00:00:00,BAL,,Cash balance at the start of business day 08.12 CST,,,,"18,918.51"
12/9/23,00:00:00,BAL,,Cash balance at the start of business day 09.12 CST,,,,"18,918.51"
12/10/23,00:00:00,BAL,,Cash balance at the start of business day 10.12 CST,,,,"18,918.51"
12/11/23,00:00:00,BAL,,Cash balance at the start of business day 11.12 CST,,,,"18,918.51"
12/12/23,00:00:00,BAL,,Cash balance at the start of business day 12.12 CST,,,,"18,918.51"
12/13/23,00:00:00,BAL,,Cash balance at the start of business day 13.12 CST,,,,"18,918.51"
12/14/23,00:00:00,BAL,,Cash balance at the start of business day 14.12 CST,,,,"18,918.51"
12/13/23,03:58:41,CRC,79773194085,"Tfr ALLY BANK, NOT AVAILABLE 20000.0 US$",,,"20,000.00","38,918.51"
12/14/23,11:47:04,TRD,1000086612317,SOLD -1 COIN 100 15 DEC 23 150 PUT @1.34 MIAX,-0.01,-0.65,134.00,"39,051.85"
12/15/23,00:00:00,BAL,,Cash balance at the start of business day 15.12 CST,,,,"39,051.85"
12/15/23,09:12:15,TRD,1000088222828,BOT +1 COIN 100 15 DEC 23 150 PUT @2.38 CBOE,-0.01,-0.65,-238.00,"38,813.19"
12/15/23,09:57:45,TRD,1000088223429,SOLD -1 VERTICAL COIN 100 15 DEC 23 149/148 PUT @.42 CBOE,-0.02,-1.30,42.00,"38,853.87"
12/15/23,10:08:23,TRD,1000088223434,BOT +1 VERTICAL COIN 100 15 DEC 23 149/148 PUT @.60,-0.02,-1.30,-60.00,"38,792.55"
12/15/23,10:29:16,TRD,1000088223723,SOLD -1 VERTICAL COIN 100 15 DEC 23 149/148 PUT @.33 CBOE,-0.02,-1.30,33.00,"38,824.23"
12/15/23,14:46:33,TRD,1000089353569,BOT +1 VERTICAL COIN 100 15 DEC 23 149/148 PUT @.89 CBOE,-0.02,-1.30,-89.00,"38,733.91"
12/16/23,00:00:00,BAL,,Cash balance at the start of business day 16.12 CST,,,,"38,733.91"
12/17/23,00:00:00,BAL,,Cash balance at the start of business day 17.12 CST,,,,"38,733.91"
12/18/23,00:00:00,BAL,,Cash balance at the start of business day 18.12 CST,,,,"38,733.91"
12/16/23,03:26:25,DOI,79810747039,BANK INT 111623-121523 TD BANK USA NA 6.68 US$,,,6.68,"38,740.59"
12/18/23,12:56:43,TRD,1000092222835,SOLD -1 AAPL 100 (Weeklys) 22 DEC 23 192.5 PUT @.35 CBOE,-0.01,-0.65,35.00,"38,774.93"
12/19/23,00:00:00,BAL,,Cash balance at the start of business day 19.12 CST,,,,"38,774.93"
12/20/23,00:00:00,BAL,,Cash balance at the start of business day 20.12 CST,,,,"38,774.93"
