DATE,TIME,TYPE,REF #,DESCRIPTION,Misc Fees,Commissions & Fees,AMOUNT,BALANCE
8/8/24,13:24:23,TRD,1001265069598,SOLD -1 JNJ 100 16 AUG 24 155 PUT @.35 PHLX,-0.01,-0.65,35.00,"45,162.62"
8/9/24,00:00:00,BAL,,Cash balance at the start of business day 09.08 CST,,,,"45,162.62"
8/10/24,00:00:00,BAL,,Cash balance at the start of business day 10.08 CST,,,,"45,162.62"
8/11/24,00:00:00,BAL,,Cash balance at the start of business day 11.08 CST,,,,"45,162.62"
8/12/24,00:00:00,BAL,,Cash balance at the start of business day 12.08 CST,,,,"45,162.62"
8/13/24,00:00:00,BAL,,Cash balance at the start of business day 13.08 CST,,,,"45,162.62"
8/14/24,00:00:00,BAL,,Cash balance at the start of business day 14.08 CST,,,,"45,162.62"
8/15/24,00:00:00,BAL,,Cash balance at the start of business day 15.08 CST,,,,"45,162.62"
8/16/24,00:00:00,BAL,,Cash balance at the start of business day 16.08 CST,,,,"45,162.62"
8/16/24,08:30:11,TRD,1001265069599,BOT +1 JNJ 100 16 AUG 24 155 PUT @.03 CBOE,-0.01,,-3.00,"45,159.61"
8/17/24,00:00:00,BAL,,Cash balance at the start of business day 17.08 CST,,,,"45,159.61"
8/18/24,00:00:00,BAL,,Cash balance at the start of business day 18.08 CST,,,,"45,159.61"
8/19/24,00:00:00,BAL,,Cash balance at the start of business day 19.08 CST,,,,"45,159.61"
8/20/24,00:00:00,BAL,,Cash balance at the start of business day 20.08 CST,,,,"45,159.61"
8/20/24,09:43:59,TRD,1001364872826,SOLD -1 AAPL 100 (Weeklys) 23 AUG 24 220 PUT @.39,-0.01,-0.65,39.00,"45,197.95"
8/20/24,14:13:17,TRD,1001370271578,SOLD -1 PYPL 100 (Weeklys) 30 AUG 24 69 PUT @.37 CBOE,-0.01,-0.65,37.00,"45,234.29"
8/21/24,00:00:00,BAL,,Cash balance at the start of business day 21.08 CST,,,,"45,234.29"
8/22/24,00:00:00,BAL,,Cash balance at the start of business day 22.08 CST,,,,"45,234.29"
8/23/24,00:00:00,BAL,,Cash balance at the start of business day 23.08 CST,,,,"45,234.29"
8/23/24,09:02:24,TRD,1001364872827,BOT +1 AAPL 100 (Weeklys) 23 AUG 24 220 PUT @.04 CBOE,-0.01,,-4.00,"45,230.28"
8/23/24,10:50:48,TRD,1001405818120,SOLD -2 SHOP 100 (Weeklys) 30 AUG 24 72 PUT @.24 CBOE,-0.03,-1.30,48.00,"45,276.95"
8/23/24,10:52:18,TRD,1001405818197,SOLD -1 NKE 100 (Weeklys) 30 AUG 24 80 PUT @.16 CBOE,-0.01,-0.65,16.00,"45,292.29"
8/24/24,00:00:00,BAL,,Cash balance at the start of business day 24.08 CST,,,,"45,292.29"
8/25/24,00:00:00,BAL,,Cash balance at the start of business day 25.08 CST,,,,"45,292.29"
8/26/24,00:00:00,BAL,,Cash balance at the start of business day 26.08 CST,,,,"45,292.29"
8/27/24,00:00:00,BAL,,Cash balance at the start of business day 27.08 CST,,,,"45,292.29"
8/28/24,00:00:00,BAL,,Cash balance at the start of business day 28.08 CST,,,,"45,292.29"
8/29/24,00:00:00,BAL,,Cash balance at the start of business day 29.08 CST,,,,"45,292.29"
8/29/24,08:30:00,TRD,1001264304852,BOT +1 NVDA 100 (Weeklys) 30 AUG 24 98 PUT @.06 PHLX,-0.01,-0.65,-6.00,"45,285.63"
8/29/24,08:30:00,TRD,1001264304852,BOT +1 NVDA 100 (Weeklys) 30 AUG 24 98 PUT @.06 PHLX,-0.01,-0.65,-6.00,"45,278.97"
8/29/24,08:54:16,TRD,1001370271579,BOT +1 PYPL 100 (Weeklys) 30 AUG 24 69 PUT @.04,-0.01,,-4.00,"45,274.96"
8/29/24,13:03:03,TRD,1001459213612,SOLD -1 SBUX 100 (Weeklys) 6 SEP 24 92 PUT @.33 CBOE,-0.01,-0.65,33.00,"45,307.30"
8/29/24,13:04:03,TRD,1001459213655,SOLD -1 NKE 100 (Weeklys) 6 SEP 24 80 PUT @.18 CBOE,-0.01,-0.65,18.00,"45,324.64"
8/29/24,13:04:43,TRD,1001459213683,SOLD -1 SHOP 100 (Weeklys) 6 SEP 24 70 PUT @.25 CBOE,-0.01,-0.65,25.00,"45,348.98"
8/29/24,19:32:32,DOI,85349847856,SCHWAB1 INT 07/30-08/28 16.73 US$,,,16.73,"45,365.71"
8/30/24,00:00:00,BAL,,Cash balance at the start of business day 30.08 CST,,,,"45,365.71"
8/30/24,08:55:27,TRD,1001405818198,BOT +1 NKE 100 (Weeklys) 30 AUG 24 80 PUT @.02 CBOE,-0.01,,-2.00,"45,363.70"
8/30/24,09:32:17,TRD,1001405818121,BOT +1 SHOP 100 (Weeklys) 30 AUG 24 72 PUT @.03 NASDAQ,-0.01,,-3.00,"45,360.69"
8/30/24,09:43:21,TRD,1001405818121,BOT +1 SHOP 100 (Weeklys) 30 AUG 24 72 PUT @.03 NASDAQ,-0.01,,-3.00,"45,357.68"
8/30/24,10:12:11,TRD,1001468703980,SOLD -2 NVDA 100 (Weeklys) 6 SEP 24 110 PUT @.65,-0.03,-1.30,130.00,"45,486.35"
8/31/24,00:00:00,BAL,,Cash balance at the start of business day 31.08 CST,,,,"45,486.35"
9/1/24,00:00:00,BAL,,Cash balance at the start of business day 01.09 CST,,,,"45,486.35"
9/2/24,00:00:00,BAL,,Cash balance at the start of business day 02.09 CST,,,,"45,486.35"
9/3/24,00:00:00,BAL,,Cash balance at the start of business day 03.09 CST,,,,"45,486.35"
9/4/24,00:00:00,BAL,,Cash balance at the start of business day 04.09 CST,,,,"45,486.35"
9/5/24,00:00:00,BAL,,Cash balance at the start of business day 05.09 CST,,,,"45,486.35"
9/6/24,00:00:00,BAL,,Cash balance at the start of business day 06.09 CST,,,,"45,486.35"
9/6/24,12:47:21,TRD,1001459213656,BOT +1 NKE 100 (Weeklys) 6 SEP 24 80 PUT @.02 CBOE,-0.01,,-2.00,"45,484.34"
9/6/24,13:59:00,TRD,1001527596641,SOLD -1 DIAGONAL SBUX 100 (Weeklys) 27 SEP 24/6 SEP 24 87/92 PUT @.06 ISE,-0.02,-1.30,6.00,"45,489.02"
9/6/24,13:59:51,TRD,1001527596611,SOLD -2 DIAGONAL NVDA 100 (Weeklys) 27 SEP 24/6 SEP 24 106/110 PUT @.05 CBOE,-0.09,-2.60,10.00,"45,496.33"
9/6/24,14:00:41,TRD,1001527596675,SOLD -1 DIAGONAL SHOP 100 (Weeklys) 27 SEP 24/6 SEP 24 68/70 PUT @.00 CBOE,-0.03,-1.30,,"45,495.00"
9/7/24,00:00:00,BAL,,Cash balance at the start of business day 07.09 CST,,,,"45,495.00"
9/8/24,00:00:00,BAL,,Cash balance at the start of business day 08.09 CST,,,,"45,495.00"
9/9/24,00:00:00,BAL,,Cash balance at the start of business day 09.09 CST,,,,"45,495.00"
9/9/24,11:44:56,TRD,1001537652925,SOLD -2 SHOP 100 (Weeklys) 27 SEP 24 62 PUT @.57 PHLX,-0.03,-1.30,114.00,"45,607.67"
9/10/24,00:00:00,BAL,,Cash balance at the start of business day 10.09 CST,,,,"45,607.67"
9/11/24,00:00:00,BAL,,Cash balance at the start of business day 11.09 CST,,,,"45,607.67"
9/12/24,00:00:00,BAL,,Cash balance at the start of business day 12.09 CST,,,,"45,607.67"
9/13/24,00:00:00,BAL,,Cash balance at the start of business day 13.09 CST,,,,"45,607.67"
